,Station,numPurchases,Acquisition Value,State,stateCity,Recorded Deaths
1594,FAIRVIEW PARK POLICE DEPARTMENT,6.0,935.4200000000001,IN,,0.0
1595,FAIRVIEW POLICE DEPARTMENT,51.0,897563.09,UT,TN: Fairview,2.0
1596,FAITH POLICE DEPARTMENT,2.0,1498.0,SD,,0.0
1597,FALL RIVER POLICE DEPARTMENT,2.0,179800.0,MA,MA: Fall River,2.0
1598,FALLON COUNTY SHERIFF DEPARTMENT,9.0,2497.42,MT,,0.0
1599,FALLON POLICE DEPARTMENT,3.0,771122.0,NV,,0.0
1600,FALLS CHURCH POLICE DEPARTMENT,6.0,828.0,VA,,0.0
1601,FALLS COUNTY SHERIFF DEPARTMENT,34.0,46570.35999999999,TX,,0.0
1602,FALMOUTH POLICE DEPARTMENT,11.0,114656.0,KY,,0.0
1603,FANNIN COUNTY SHERIFF DEPARTMENT,8.0,116051.24,TX,,0.0
1604,FARGO POLICE DEPARTMENT,9.0,1942.0,ND,,0.0
1605,FARIBAULT COUNTY SHERIFF DEPARTMENT,10.0,80144.60999999999,MN,,0.0
1606,FARIBAULT POLICE DEPARTMENT,5.0,2495.0,MN,,0.0
1607,FARMER CITY POLICE DEPARTMENTARTMENT,14.0,3604.26,IL,,0.0
1608,FARMERS BRANCH POLICE DEPARTMENT,1.0,65070.0,TX,TX: Addison,4.0
1609,FARMERSVILLE POLICE DEPARTMENT,8.0,3992.0,CA,CA: Farmersville,1.0
1610,FARMINGTON  POLICE DEPARTMENT,4.0,723139.0,NM,,0.0
1611,FARMINGTON POLICE DEPARTMENT,100.0,1068342.5699999994,NH,NM: Farmington,6.0
1612,FARMINGTON PUBLIC SAFETY DEPARTMENT,12.0,5322.0,MI,,0.0
1613,FARMVILLE POLICE DEPARTMENT,37.0,38000.12,VA,,0.0
1614,FAULK COUNTY SHERIFF DEPARTMENT,2.0,998.0,SD,,0.0
1615,FAULKNER COUNTY SHERIFF DEPARTMENT,7.0,851835.0,AR,,0.0
1616,FAYETTE COUNTY DAS OFFICE DTF,2.0,733499.0,PA,,0.0
1617,FAYETTE COUNTY SHERIFF DEPARTMENT,62.0,112753.87999999998,WV,OH: Madison Township,2.0
1618,FAYETTE POLICE DEPARTMENT,24.0,409965.85000000003,OH,,0.0
1619,FAYETTEVILLE POLICE DEPARTMENT,45.0,864438.0,OH,NC: Fayetteville,10.0
1620,FEDERAL HEIGHTS POLICE DEPARTMENT,6.0,65760.0,CO,CO: Federal Heights,3.0
1621,FENTRESS COUNTY SHERIFF DEPARTMENT,24.0,129688.64,TN,,0.0
1622,FENWICK ISLAND POLICE DEPARTMENT,8.0,4869.55,DE,,0.0
1623,FERGUSON POLICE DEPARTMENT,2.0,90958.0,MO,MO: Ferguson,1.0
1624,FERNANDINA BEACH POLICE DEPARTMENT,12.0,2712.0,FL,,0.0
1625,FERNDALE POLICE DEPARTMENT,53.0,918869.74,WA,,0.0
1626,FERRY COUNTY SHERIFF DEPARTMENT,1.0,63894.0,WA,,0.0
1627,FESTUS POLICE DEPARTMENT,35.0,73333.0,MO,,0.0
1628,FILER POLICE DEPARTMENT,1.0,410.53,ID,,0.0
1629,FILLMORE COUNTY SHERIFF DEPARTMENT,7.0,1598.0,NE,,0.0
1630,FINDLAY POLICE DEPARTMENT,2.0,998.0,OH,OH: Findlay,1.0
1631,FINDLAY TOWNSHIP POLICE DEPARTMENT,4.0,2996.0,PA,,0.0
1632,FINNEY COUNTY SHERIFF DEPARTMENT,16.0,2208.0,KS,,0.0
1633,FISHER POLICE DEPARTMENT,1.0,138.0,IL,,0.0
1634,FISHERS POLICE DEPARTMENT,22.0,690670.5199999997,IN,IN: Fishers,1.0
1635,FITZGERALD POLICE DEPARTMENT,2.0,276.0,GA,,0.0
1636,FIVE RIVERS METRO PARKS PD,10.0,4990.0,OH,,0.0
1637,FL AM UNIV POLICE DEPARTMENT HI_ED,24.0,3638.0,FL,,0.0
1638,FL ATLANTIC UNIVERSITY POLICE HI_ED,1.0,35000.0,FL,,0.0
1639,FL DEPARTMENT OF LAW ENF TALLAHASSEE,53.0,17583727.0,FL,,0.0
1640,FL FISH AND WILDLIFE LAW ENF (LEA),6.0,1221761.0,FL,,0.0
1641,FL HIGHWAY PATROL,1827.0,2880583.9,FL,,0.0
1642,FLAGLER COUNTY SHERIFF DEPARTMENT,57.0,291586.0,FL,,0.0
1643,FLAGSTAFF POLICE DEPARTMENT,39.0,50999.0,AZ,AZ: Flagstaff,4.0
1644,FLAT ROCK POLICE DEPARTMENT,3.0,3410.0,MI,,0.0
1645,FLATHEAD COUNTY SHERIFF DEPARTMENT,6.0,791961.04,MT,,0.0
1646,FLEMING COUNTY SHERIFF DEPARTMENT,3.0,123183.0,KY,,0.0
1647,FLETCHER POLICE DEPARTMENT,2.0,258.0,OK,NC: Fletcher,1.0
1648,FLINT POLICE DEPARTMENT,22.0,792890.0,MI,MI: Flint,1.0
1649,FLINT TOWNSHIP POLICE DEPARTMENT,56.0,158470.79999999996,MI,MI: Flint Township,1.0
1650,FLORA POLICE DEPARTMENT,14.0,100621.10000000005,IL,,0.0
1651,FLORENCE COUNTY SHERIFF DEPARTMENT,100.0,2053554.3999999983,WI,,0.0
1652,FLORENCE POLICE DEPARTMENT,223.0,2855338.2199999983,SC,SC: Florence,2.0
1653,FLORENCE REGIONAL AIRPORT PD (LEA),32.0,227445.45999999996,SC,,0.0
1654,FLORHAM PARK POLICE DEPARTMENT,2.0,89273.0,NJ,,0.0
1655,FLORIDA CITY POLICE DEPARTMENT,2.0,77798.0,FL,,0.0
1656,FLORIDA INTERNATIONAL UNIV PD HI_ED,28.0,746473.0,FL,,0.0
1657,FLORIDA STATE UNIVERSITY PD  HI_ED,11.0,82980.99999999997,FL,,0.0
1658,FLOWER MOUND POLICE DEPARTMENT,2.0,5928.0,TX,,0.0
1659,FLOWOOD POLICE DEPARTMENT,4.0,1996.0,MS,,0.0
1660,FLOYD COUNTY SHERIFF DEPARTMENT,19.0,210243.85,TX,GA: Rome,2.0
1661,FLUSHING CITY POLICE DEPARTMENT,22.0,36661.7,MI,,0.0
1662,FLUVANNA COUNTY SHERIFF DEPARTMENT,15.0,7485.0,VA,,0.0
1663,FOARD COUNTY SHERIFF DEPARTMENT,3.0,42059.0,TX,TX: Crowell,1.0
1664,FOLEY POLICE DEPARTMENT,31.0,94856.63999999998,AL,,0.0
1665,FOLLY BEACH PUBLIC SAFETY,13.0,78164.2,SC,,0.0
1666,FOLSOM POLICE DEPARTMENT,2.0,71516.0,CA,CA: Folsom,1.0
1667,FOND DU LAC COUNTY SHERIFF DEPARTMENT,11.0,5489.0,WI,,0.0
1668,FOND DU LAC POLICE DEPARTMENT,21.0,4216.0,WI,,0.0
1669,FONDULAC PARK DISTRICT POLICE DEPARTMENT,7.0,123937.42,IL,,0.0
1670,FONTANA POLICE DEPARTMENT,6.0,828.0,CA,CA: Fontana,7.0
1671,FORD COUNTY  SHERIFF DEPARTMENT,5.0,5574.0,IL,,0.0
1672,FOREST CITY POLICE DEPARTMENT,64.0,20206.58,IA,,0.0
1673,FOREST COUNTY SHERIFF DEPARTMENT,8.0,733769.69,WI,WI: Crandon,1.0
1674,FOREST PARK POLICE DEPARTMENT,147.0,449333.69000000035,IL,IL: Forest Park,2.0
1675,FOREST POLICE DEPARTMENT,9.0,2888.42,OH,,0.0
1676,FOREST PRESERVE DISTRICT WILL CO PD,4.0,1274.0,IL,,0.0
1677,FORREST CITY POLICE DEPARTMENT,3.0,1497.0,AR,,0.0
1678,FORREST COUNTY SHERIFF DEPARTMENT,22.0,6646.0,MS,,0.0
1679,FORSYTH COUNTY SHERIFF DEPARTMENT,61.0,439614.38999999996,GA,GA: Cumming,5.0
1680,FORT BEND COUNTY SHERIFF DEPARTMENT,78.0,806860.88,TX,TX: Richmond,1.0
1681,FORT BENTON POLICE DEPARTMENT,2.0,998.0,MT,,0.0
1682,FORT BRANCH POLICE DEPARTMENT,1.0,2617.0,IN,,0.0
1683,FORT CHAFFEE POLICE DEPARTMENT,6.0,720.0,AR,,0.0
1684,FORT COLLINS POLICE SERVICES (LEA),12.0,1656.0,CO,,0.0
1685,FORT FAIRFIELD POLICE DEPARTMENT,1.0,499.0,ME,,0.0
1686,FORT FISHER HISTORIC SITE POLICE,1.0,138.0,NC,,0.0
1687,FORT GIBSON POLICE DEPARTMENT,1.0,41061.0,OK,,0.0
1688,FORT HAYS STATE UNIV POLICE HI_ED,13.0,5428.0,KS,,0.0
1689,FORT JENNINGS POLICE DEPARTMENT,2.0,240.0,OH,,0.0
1690,FORT KENT POLICE DEPARTMENT,2.0,293.79,ME,,0.0
1691,FORT LAUDERDALE POLICE DEPARTMENT,6.0,260247.91,FL,FL: Ft. Lauderdale,3.0
1692,FORT LAWN POLICE DEPARTMENT,1.0,499.0,SC,,0.0
1693,FORT LEE POLICE DEPARTMENT,69.0,383644.02999999997,NJ,,0.0
1694,FORT LUPTON POLICE DEPARTMENT,2.0,82122.0,CO,CO: Fort Lupton,1.0
1695,FORT MADISON POLICE DEPARTMENT,16.0,43077.0,IA,IA: Fort Madison,3.0
1696,FORT MITCHELL POLICE DEPARTMENT,2.0,26531.88,KY,,0.0
1697,FORT MYERS POLICE DEPARTMENT,36.0,855963.76,FL,,0.0
1698,FORT PAYNE POLICE DEPARTMENT,12.0,283690.88,AL,,0.0
1699,FORT PIERCE POLICE DEPARTMENT,56.0,1173352.9999999993,FL,FL: Fort Pierce,3.0
1700,FORT SMITH POLICE DEPARTMENT,1.0,733000.0,AR,AR: Fort Smith,1.0
1701,FORT STOCKTON POLICE DEPARTMENT,72.0,1118651.73,TX,,0.0
1702,FORT THOMAS POLICE DEPARTMENT,225.0,44521.53999999999,KY,,0.0
1703,FORT VALLEY POLICE DEPARTMENT,17.0,4238.68,GA,,0.0
1704,FORT WALTON BEACH POLICE DEPARTMENT,21.0,117106.0,FL,FL: Fort Walton Beach,1.0
1705,FORT WAYNE POLICE DEPARTMENT,5.0,611316.0,IN,IN: Fort Wayne,9.0
1706,FORT WORTH POLICE DEPARTMENT,2.0,154000.0,TX,TX: Fort Worth,28.0
1707,FORT WRIGHT POLICE DEPARTMENTMENT,8.0,1104.0,KY,,0.0
1708,FORTVILLE POLICE DEPARTMENT,20.0,4616.68,IN,,0.0
1709,FOSTER COUNTY SHERIFF DEPARTMENT,6.0,1532.0,ND,,0.0
1710,FOSTER POLICE DEPARTMENT,23.0,133312.52000000002,RI,,0.0
1711,FOSTORIA POLICE DEPARTMENT,39.0,370783.01,OH,,0.0
1712,FOUNTAIN INN POLICE DEPARTMENT,30.0,2876.0800000000004,SC,SC: Fountain Inn,1.0
1713,FOUNTAIN POLICE DEPARTMENT,1.0,495000.0,CO,CO: Fountain,1.0
1714,FOWLER POLICE DEPARTMENT,29.0,109174.0,OH,,0.0
1715,FOWLERVILLE POLICE DEPARTMENT,8.0,111245.0,MI,,0.0
1716,FOX CROSSING POLICE DEPARTMENT,4.0,1996.0,WI,WI: Neenah,1.0
1717,FOX LAKE POLICE DEPARTMENT,37.0,160729.04,IL,,0.0
1718,FOX POINT POLICE DEPARTMENT,6.0,1911.0,WI,,0.0
1719,FOX RIVER GROVE POLICE,4.0,516.0,IL,,0.0
1720,FOXBOROUGH POLICE DEPARTMENT,5.0,3745.0,MA,,0.0
1721,FOXFIRE VILLAGE POLICE DEPARTMENT,4.0,2212.55,NC,,0.0
1722,FRAMINGHAM POLICE DEPARTMENT,16.0,7984.0,MA,,0.0
1723,FRANCIS MARION UNIV POLICE HI_ED,2.0,151160.0,SC,,0.0
1724,FRANCONIA POLICE DEPARTMENT,2.0,998.0,NH,,0.0
1725,FRANKENMUTH POLICE DEPARTMENT,15.0,44987.0,MI,,0.0
1726,FRANKFORT POLICE DEPARTMENT,6.0,2994.0,IL,,0.0
1727,FRANKLIN COUNTY SHERIFF,46.0,242346.34,ID,,0.0
1728,FRANKLIN COUNTY SHERIFF DEPARTMENT,437.0,3461436.3099999973,WA,NC: Henderson,11.0
1729,FRANKLIN LAKES POLICE DEPARTMENT,2.0,182.69,NJ,,0.0
1730,FRANKLIN PARISH SHERIFF,43.0,420923.04,LA,,0.0
1731,FRANKLIN POLICE DEPARTMENT,53.0,1025479.4099999999,VA,NC: Franklin,1.0
1732,FRANKLIN SPRINGS POLICE DEPARTMENT,29.0,170330.81,GA,,0.0
1733,FRANKLIN TWP POLICE DEPARTMENT,5.0,2495.0,OH,,0.0
1734,FRANKLINTON POLICE DEPARTMENT,17.0,74045.55,NC,,0.0
1735,FRANKTON POLICE DEPARTMENT,8.0,2431.13,IN,,0.0
1736,FRASER DEPARTMENT OF PUBLIC SAFETY,3.0,2837.89,MI,,0.0
1737,FRASER WINTER PARK POLICE,2.0,258.0,CO,,0.0
1738,FRAZEYSBURG POLICE DEPARTMENT,2.0,998.0,OH,,0.0
1739,FREDERICA POLICE DEPARTMENT,18.0,19214.649999999998,DE,,0.0
1740,FREDERICK COUNTY SHERIFF DEPARTMENT,307.0,2037568.2699999998,VA,MD: Mount Airy,4.0
1741,FREDERICK POLICE DEPARTMENT,13.0,75754.47,OK,,0.0
1742,FREDERICKSBURG POLICE DEPARTMENT,13.0,27480.129999999994,TX,VA: Fredericksburg,1.0
1743,FREDERICKTOWN POLICE DEPARTMENT,27.0,119940.69,MO,,0.0
1744,FREEBURG POLICE DEPARTMENT,14.0,7874.200000000001,IL,,0.0
1745,FREEDOM POLICE DEPARTMENT,1.0,499.0,WI,,0.0
1746,FREEHOLD BORO POLICE DEPARTMENT,3.0,51355.899999999994,NJ,,0.0
1747,FREEMAN SPUR POLICE DEPARTMENT,4.0,375.42,IL,,0.0
1748,FREEPORT POLICE DEPARTMENT,25.0,867626.0,TX,TX: Freeport,3.0
1749,FREER POLICE DEPARTMENT,8.0,960.0,TX,,0.0
1750,FREESTONE COUNTY SHERIFF DEPARTMENT,19.0,154000.0,TX,,0.0
1751,FREETOWN POLICE DEPARTMENT,2.0,100916.0,MA,,0.0
1752,FREMONT COUNTY SHERIFF DEPARTMENT,98.0,96108.46000000006,WY,,0.0
1753,FREMONT POLICE DEPARTMENT,28.0,753505.0,OH,CA: Fremont,7.0
1754,FRESNO CO SHERIFF / CORONERS OFFICE,15.0,740047.35,CA,,0.0
1755,FRESNO POLICE DEPARTMENT,3.0,30000.0,CA,CA: Fresno,23.0
1756,FRISCO POLICE DEPARTMENT,28.0,11084.0,TX,,0.0
1757,FRONTENAC POLICE DEPARTMENT,7.0,1598.0,KS,,0.0
1758,FRUITLAND PARK POLICE DEPARTMENTMENT,3.0,22126.0,FL,,0.0
1759,FRUITLAND POLICE DEPARTMENT,47.0,185557.0,MD,,0.0
1760,FRUITPORT TOWNSHIP POLICE DEPARTMENT,20.0,6235.71,MI,,0.0
1761,FRYEBURG POLICE DEPARTMENT,4.0,50854.0,ME,,0.0
1762,FULLERTON POLICE DEPARTMENT,144.0,71856.0,CA,CA: Fullerton,3.0
1763,FULSHEAR POLICE DEPARTMENT,8.0,96095.34,TX,TX: Katy,1.0
1764,FULTON COUNTY POLICE DEPARTMENT,34.0,15522.0,GA,GA: Atlanta,1.0
1765,FULTON COUNTY SCHOOLS POLICE K-12,4.0,80478.56,GA,,0.0
1766,FULTON COUNTY SHERIFF DEPARTMENT,55.0,934251.69,OH,GA: East Point,2.0
1767,FULTON EL CAMINO PARK DIST PD LEA,4.0,999.26,CA,,0.0
1768,FULTON POLICE DEPARTMENT,11.0,4516.95,MS,KY: Fulton,3.0
1769,FULTONDALE POLICE DEPARTMENT,29.0,1119279.0,AL,,0.0
1770,GA DEPARTMENT OF PUBLIC SAFETY LEA,242.0,4558125.96,GA,,0.0
1771,GA DNR LAW ENF DIV,240.0,97401.94,GA,,0.0
1772,GA PUBLIC SAFETY TRAINING CENTER,59.0,1224711.7600000014,GA,,0.0
1773,GADSDEN COUNTY SHERIFF DEPARTMENT,1.0,35000.0,FL,,0.0
1774,GADSDEN POLICE DEPARTMENT,68.0,258640.26,AL,AL: Gadsden,1.0
1775,GAFFNEY POLICE DEPARTMENT,20.0,14980.0,SC,,0.0
1776,GAGE COUNTY SHERIFF DEPARTMENT,2.0,276.0,NE,,0.0
1777,GAINES TWP POLICE DEPARTMENT,14.0,2811.02,MI,,0.0
1778,GAINESVILLE POLICE DEPARTMENT,130.0,1898116.13,TX,FL: Gainesville,4.0
1779,GAINSBORO POLICE DEPARTMENT,3.0,3338.0,TN,,0.0
1780,GAITHERSBURG POLICE DEPARTMENT,1.0,41447.0,MD,,0.0
1781,GALAX POLICE DEPARTMENT,7.0,2410.0,VA,,0.0
1782,GALENA PARK POLICE DEPARTMENT,15.0,7485.0,TX,,0.0
1783,GALLATIN COUNTY SHERIFF DEPARTMENT,9.0,175904.0,KY,KY: Verona,1.0
1784,GALLATIN POLICE DEPARTMENT,17.0,702900.5499999998,TN,,0.0
1785,GALLIA COUNTY SHERIFF DEPARTMENT,27.0,1076872.0,OH,,0.0
1786,GALT POLICE DEPARTMENT,10.0,4990.0,CA,,0.0
1787,GALVESTON POLICE DEPARTMENT,85.0,768170.9,TX,TX: Galveston,3.0
1788,GARDEN CITY POLICE DEPARTMENT,93.0,223504.77000000002,MO,,0.0
1789,GARDEN GROVE POLICE DEPARTMENT,3.0,887000.0,CA,CA: Garden Grove,5.0
1790,GARDEN PLAIN POLICE DEPARTMENT,3.0,378.0,KS,,0.0
1791,GARDENA POLICE DEPARTMENT,36.0,469291.42,CA,CA: Gardena,4.0
1792,GARDENDALE POLICE DEPARTMENT,14.0,142881.34,AL,,0.0
1793,GARDINER POLICE DEPARTMENT,2.0,276.0,ME,,0.0
1794,GARDNER POLICE DEPARTMENT,4.0,1996.0,KS,KS: Gardner,1.0
1795,GARFIELD COUNTY SHERIFF DEPARTMENT,10.0,42354.13,OK,CO: Glenwood Springs,1.0
1796,GARFIELD HEIGHTS POLICE DEPARTMENT,41.0,25556.139999999992,OH,,0.0
1797,GARFIELD POLICE DEPARTMENT,12.0,790024.0,NJ,,0.0
1798,GARFIELD TOWNSHIP POLICE DEPARTMENT,1.0,41061.0,MI,,0.0
1799,GARLAND CITY POLICE DEPARTMENT,2.0,998.0,UT,,0.0
1800,GARLAND COUNTY SHERIFF DEPARTMENT,16.0,1938.0,AR,AR: Lake Hamilton,1.0
1801,GARNER POLICE DEPARTMENT,11.0,10019.0,NC,,0.0
1802,GARRARD COUNTY POLICE DEPARTMENT,13.0,63052.09,KY,,0.0
1803,GARRETT COUNTY SHERIFF DEPARTMENT,5.0,67066.0,MD,,0.0
1804,GARRETT POLICE DEPARTMENT,4.0,1635.0,IN,,0.0
1805,GARWOOD POLICE DEPARTMENT,10.0,95797.87,NJ,,0.0
1806,GARY POLICE DEPARTMENT,22.0,97341.8,IN,IN: Gary,3.0
1807,GARYSBURG POLICE DEPARTMENT,7.0,3493.0,NC,,0.0
1808,GARZA COUNTY SHERIFF DEPARTMENT,3.0,1497.0,TX,,0.0
1809,GASCONADE COUNTY SHERIFF DEPARTMENT,5.0,32035.0,MO,,0.0
1810,GASTON CO SHERIFF DEPARTMENT,32.0,11787.0,NC,,0.0
1811,GASTON POLICE DEPARTMENT,6.0,590.13,IN,,0.0
1812,GASTONIA CITY POLICE DEPARTMENT,44.0,815514.0,NC,,0.0
1813,GATES COUNTY SHERIFF DEPARTMENT,25.0,546254.5,NC,,0.0
1814,GATLINBURG POLICE DEPARTMENT,5.0,690.0,TN,,0.0
1815,GAYLORD CITY POLICE DEPARTMENT,2.0,276.0,MI,,0.0
1816,GEAUGA COUNTY  SHERIFF DEPARTMENT,31.0,26173.9,OH,,0.0
1817,GEAUGA PARK LAW ENFORCEMENT RANGERS,4.0,728.9,OH,,0.0
1818,GEM COUNTY SHERIFF DEPARTMENT,22.0,4532.2300000000005,ID,,0.0
1819,GENESEE COUNTY PARK RANGER DIV,56.0,809960.4299999997,MI,,0.0
1820,GENESEE COUNTY SHERIFF DEPARTMENT,181.0,496754.29000000004,MI,NY: Corfu,1.0
1821,GENESEE TOWNSHIP POLICE DEPARTMENT,45.0,117377.29000000001,MI,,0.0
1822,GENESEO POLICE DEPARTMENT,2.0,276.0,IL,,0.0
1823,GENEVA ON THE LAKE POLICE DEPARTMENT,4.0,60456.0,OH,OH: Cleveland,1.0
1824,GENEVA POLICE DEPARTMENT,29.0,69327.81000000001,IN,,0.0
1825,GENOA POLICE DEPARTMENT,4.0,1996.0,OH,,0.0
1826,GENOA TWP POLICE DEPARTMENT,35.0,8743.380000000001,OH,,0.0
1827,GEORGE COUNTY SHERIFF DEPARTMENT,2.0,155044.0,MS,MS: Forest,2.0
1828,GEORGETOWN COUNTY SHERIFF  OFFICE,63.0,1052705.76,SC,,0.0
1829,GEORGETOWN POLICE DEPARTMENT,297.0,2003485.3099999991,TX,,0.0
1830,GEORGIA DEPARTMENT OF REVENUE,33.0,102325.48,GA,,0.0
1831,GEORGIANA POLICE DEPARTMENT,22.0,142475.37,AL,,0.0
1832,GERALD POLICE DEPARTMENT,3.0,1005.0,MO,,0.0
1833,GERALDINE POLICE DEPARTMENT,4.0,440.35,AL,,0.0
1834,GERMAN TOWNSHIP POLICE,5.0,51012.42,OH,,0.0
1835,GERMAN TWP POLICE DEPARTMENT,2.0,619.0,OH,,0.0
1836,GERMANTOWN POLICE DEPARTMENT,1.0,138.0,IL,TN: Germantown,1.0
1837,GIBSON COUNTY SHERIFF DEPARTMENT,27.0,387993.69,TN,TN: Trenton,2.0
1838,GIDDINGS POLICE DEPARTMENT,14.0,6986.0,TX,,0.0
1839,GIDEON POLICE DEPARTMENT,1.0,50458.0,MO,,0.0
1840,GILA COUNTY SHERIFF DEPARTMENT,63.0,69737.16,AZ,,0.0
1841,GILA RIVER POLICE DEPARTMENT,7.0,1098871.0,AZ,,0.0
1842,GILBERT POLICE DEPARTMENT,106.0,148589.52,MN,AZ: Mesa,4.0
1843,GILBERTS POLICE DEPARTMENT,5.0,2134.0,IL,,0.0
1844,GILCHRIST COUNTY SHERIFF DEPARTMENT,5.0,78669.0,FL,,0.0
1845,GILFORD POLICE DEPARTMENT,3.0,277007.0,NH,,0.0
1846,GILLESPIE COUNTY SHERIFF DEPARTMENT,1.0,442.0,TX,,0.0
1847,GILLETT POLICE DEPARTMENT,5.0,513.42,AR,,0.0
1848,GILLETTE POLICE DEPARTMENT,6.0,83580.4,WY,,0.0
1849,GILLIAM COUNTY SHERIFF DEPARTMENT,1.0,138.0,OR,,0.0
1850,GILMER COUNTY FIRE RESCUE,20.0,117945.36000000002,GA,,0.0
1851,GILMER COUNTY SHERIFF DEPARTMENT,13.0,128109.18,GA,,0.0
1852,GILROY POLICE DEPARTMENT,17.0,8122.0,CA,CA: Gilroy,2.0
1853,GIRARD POLICE DEPARTMENT,6.0,1911.0,OH,OH: Girard,1.0
1854,GLACIER COUNTY SHERIFF DEPARTMENT,26.0,6990.63,MT,MT: Browning,1.0
1855,GLADE SPRING POLICE DEPARTMENT,7.0,84655.0,VA,,0.0
1856,GLADSTONE DEPARTMENT OF PUBLIC SAFETY,43.0,54665.0,MO,,0.0
1857,GLADSTONE PUBLIC SAFETY DEPARTMENT,9.0,4491.0,MI,,0.0
1858,GLASCOCK COUNTY SHERIFF DEPARTMENT,8.0,2711.2999999999997,GA,,0.0
1859,GLASGOW POLICE DEPARTMENT,32.0,513634.15,MT,,0.0
1860,GLASTONBURY POLICE DEPARTMENT,3.0,414.0,CT,,0.0
1861,GLEASON POLICE DEPARTMENT,1.0,499.0,TN,,0.0
1862,GLEN CARBON POLICE DEPARTMENT,24.0,14532.0,IL,,0.0
1863,GLEN COVE POLICE DEPARTMENT,1.0,41061.0,NY,,0.0
1864,GLENCOE POLICE DEPARTMENT,14.0,95793.85,MN,,0.0
1865,GLENDALE POLICE DEPARTMENT,11.0,8880.11,AZ,AZ: Glendale,10.0
1866,GLENDORA POLICE DEPARTMENT,1.0,65070.0,CA,CA: Glendora,1.0
1867,GLENN COUNTY SHERIFF DEPARTMENT,1.0,89900.0,CA,,0.0
1868,GLENN HEIGHTS POLICE DEPARTMENT,4.0,735247.0,TX,,0.0
1869,GLENNVILLE POLICE DEPARTMENT,10.0,16990.3,GA,,0.0
1870,GLENPOOL POLICE DEPARTMENT,1.0,1800.0,OK,,0.0
1871,GLENWOOD POLICE DEPARTMENT,41.0,103800.42000000003,MN,,0.0
1872,GLENWOOD SPRINGS POLICE DEPARTMENT,6.0,2994.0,CO,,0.0
1873,GLOCESTER POLICE DEPARTMENT,4.0,53515.43,RI,,0.0
1874,GLOUCESTER  COUNTY SHERIFF DEPARTMENT,18.0,8260.0,VA,,0.0
1875,GLOUCESTER CITY POLICE DEPARTMENT,2.0,998.0,NJ,,0.0
1876,GLOUCESTER POLICE DEPARTMENT,24.0,206966.63,MA,,0.0
1877,GLYNDON POLICE DEPARTMENT,4.0,754.4200000000001,MN,,0.0
1878,GLYNN COUNTY POLICE DEPARTMENT,8.0,1104.0,GA,GA: Darien,2.0
1879,GLYNN COUNTY SHERIFF DEPARTMENT,87.0,119869.17000000006,GA,,0.0
1880,GODDARD POLICE DEPARTMENT,1.0,138.0,KS,,0.0
1881,GODLEY POLICE DEPARTMENT,5.0,2495.0,TX,,0.0
1882,GOGEBIC COUNTY SHERIFF DEPARTMENT,13.0,5348.22,MI,,0.0
1883,GOLCONDA POLICE DEPARTMENT,8.0,71381.38,IL,,0.0
1884,GOLDEN VALLEY COUNTY SHERIFF,24.0,86575.13,ND,,0.0
1885,GOLDEN VALLEY POLICE DEPARTMENT,6.0,2994.0,MN,,0.0
1886,GOLDSBORO POLICE DEPARTMENT,11.0,823014.5299999999,NC,,0.0
1887,GOLF MANOR POLICE DEPARTMENT,9.0,1838.0,OH,,0.0
1888,GONZALES COUNTY SHERIFF DEPARTMENT,3.0,414.0,TX,TX: Waelder,1.0
1889,GOOCHLAND COUNTY SHERIFF DEPARTMENT,10.0,1080.0,VA,,0.0
1890,GOODHUE COUNTY SHERIFF DEPARTMENT,12.0,57289.39,MN,,0.0
1891,GOODING CITY POLICE DEPARTMENT,9.0,5089.62,ID,,0.0
1892,GOODING COUNTY SHERIFF DEPARTMENT,8.0,3828.0,ID,,0.0
1893,GOODLAND POLICE DEPARTMENT,7.0,8418.52,KS,,0.0
1894,GOODLETTSVILLE POLICE DEPARTMENT,6.0,1911.0,TN,,0.0
1895,GOOSE CREEK POLICE DEPARTMENT,1.0,658000.0,SC,,0.0
1896,GORDO POLICE DEPARTMENT,43.0,123519.41999999998,AL,,0.0
1897,GORDON COUNTY SHERIFF DEPARTMENT,1.0,860.71,GA,GA: Calhoun,1.0
1898,GORDON POLICE DEPARTMENT,8.0,15108.939999999999,AL,,0.0
1899,GORE POLICE DEPARTMENT,2.0,84437.0,OK,,0.0
1900,GOREVILLE POLICE DEPARTMENT,6.0,50251.84,IL,,0.0
1901,GORHAM POLICE DEPARTMENT,1.0,2087.0,ME,ME: Gorham,1.0
1902,GOSHEN CITY POLICE DEPARTMENT,58.0,71910.0,IN,,0.0
1903,GOSHEN POLICE DEPARTMENT,13.0,62020.0,NY,IN: Goshen,1.0
1904,GOSHEN TWP POLICE DEPARTMENT-SALEM,3.0,360.0,OH,,0.0
1905,GOTHENBERG POLICE DEPARTMENT,4.0,1996.0,NE,,0.0
1906,GRADY CO SHERIFF DEPARTMENT,19.0,775099.2399999999,OK,,0.0
1907,GRADY COUNTY SHERIFF DEPARTMENT,27.0,66617.22,GA,,0.0
1908,GRAFTON COUNTY SHERIFF DEPARTMENT,4.0,1996.0,NH,,0.0
1909,GRAFTON POLICE DEPARTMENT,24.0,55882.71,OH,,0.0
1910,GRAHAM COUNTY SHERIFF DEPARTMENT,16.0,139023.67999999993,NC,,0.0
